chapter,figure_file,maple_script,script_relpath_in_creators,model,plot_type,confidence,caption
disc2d,disc2d_standardmap_manifolds,disc2d_standardmap_saddlenode.mw,disc2d/disc2d_standardmap_saddlenode.mw,standard (Chirikov) map,stretch-and-fold sequence,high,"Intertwining of the unstable (black circles) and stable (grey diamonds) manifolds, showing how incredibly complex the phase plane is. Note that this only a small part of the manifolds, as we have only iterated 7 times in"
cont1d,cont1d_simplecubic_graph,normalforms.mws,cont1d/normalforms.mws,cubic normal form,function graph,medium,Graphs for the system x=f(x)=x-x^3.
cont1d,cont1d_simplecubic_evolution,normalforms.mws,cont1d/normalforms.mws,cubic normal form,eigenvalue plot,medium,Graphs for the system x=f(x)=x-x^3.
cont1d,cont1d_generic_graphical_stable,cont1d_generic_graphical.mw,cont1d/cont1d_generic_graphical.mw,generic 1-D flow,stability / eigenvalue plot,medium,Stable and unstable fixed points.
cont1d,cont1d_generic_graphical_unstable,cont1d_generic_graphical.mw,cont1d/cont1d_generic_graphical.mw,generic 1-D flow,stability / eigenvalue plot,medium,Stable and unstable fixed points.
cont1d,cont1d_bifur_pitchfork1,cont1d_bifur_pitchfork.mw,cont1d/cont1d_bifur_pitchfork.mw,pitchfork normal form,bifurcation diagram,medium,"Pitchfork bifurcation in x = rx- x^3. The bifurcation diagram in (d) corresponds to graphs (a)-(c). A black color means that the fixed point branch x_*(r) is stable, whereas gray means unstable."
cont1d,cont1d_bifur_pitchfork2,cont1d_bifur_pitchfork.mw,cont1d/cont1d_bifur_pitchfork.mw,pitchfork normal form,bifurcation diagram,medium,"Pitchfork bifurcation in x = rx- x^3. The bifurcation diagram in (d) corresponds to graphs (a)-(c). A black color means that the fixed point branch x_*(r) is stable, whereas gray means unstable."
cont1d,cont1d_bifur_pitchfork3,cont1d_bifur_pitchfork.mw,cont1d/cont1d_bifur_pitchfork.mw,pitchfork normal form,bifurcation diagram,medium,"Pitchfork bifurcation in x = rx- x^3. The bifurcation diagram in (d) corresponds to graphs (a)-(c). A black color means that the fixed point branch x_*(r) is stable, whereas gray means unstable."
cont1d,cont1d_bifur_pitchfork,cont1d_bifur_pitchfork.mw,cont1d/cont1d_bifur_pitchfork.mw,pitchfork normal form,bifurcation diagram,high,"Pitchfork bifurcation in x = rx- x^3. The bifurcation diagram in (d) corresponds to graphs (a)-(c). A black color means that the fixed point branch x_*(r) is stable, whereas gray means unstable."
cont1d,cont1d_bifur_saddle1,cont1d_saddle.mw,cont1d/cont1d_saddle.mw,saddle-node normal form,bifurcation diagram,medium,"Saddle node bifurcation in x = r - x^2. The bifurcation diagram in (d) corresponds to graphs (a)-(c). A black color means that the fixed point branch x_*(r) is stable, whereas gray means unstable."
cont1d,cont1d_bifur_saddle2,cont1d_saddle.mw,cont1d/cont1d_saddle.mw,saddle-node normal form,bifurcation diagram,medium,"Saddle node bifurcation in x = r - x^2. The bifurcation diagram in (d) corresponds to graphs (a)-(c). A black color means that the fixed point branch x_*(r) is stable, whereas gray means unstable."
cont1d,cont1d_bifur_saddle3,cont1d_saddle.mw,cont1d/cont1d_saddle.mw,saddle-node normal form,bifurcation diagram,medium,"Saddle node bifurcation in x = r - x^2. The bifurcation diagram in (d) corresponds to graphs (a)-(c). A black color means that the fixed point branch x_*(r) is stable, whereas gray means unstable."
cont1d,cont1d_bifur_saddle,cont1d_saddle.mw,cont1d/cont1d_saddle.mw,saddle-node normal form,bifurcation diagram,medium,"Saddle node bifurcation in x = r - x^2. The bifurcation diagram in (d) corresponds to graphs (a)-(c). A black color means that the fixed point branch x_*(r) is stable, whereas gray means unstable."
cont1d,cont1d_bifur_transcrit1,cont1d_transcrit.mw,cont1d/cont1d_transcrit.mw,transcritical normal form,bifurcation diagram,medium,"Transcritical bifurcation in x = rx - x^2. The bifurcation diagram in (d) corresponds to graphs (a)-(c). A black color means that the fixed point x_*(r) is stable, whereas gray means unstable."
cont1d,cont1d_bifur_transcrit2,cont1d_transcrit.mw,cont1d/cont1d_transcrit.mw,transcritical normal form,bifurcation diagram,medium,"Transcritical bifurcation in x = rx - x^2. The bifurcation diagram in (d) corresponds to graphs (a)-(c). A black color means that the fixed point x_*(r) is stable, whereas gray means unstable."
cont1d,cont1d_bifur_transcrit3,cont1d_transcrit.mw,cont1d/cont1d_transcrit.mw,transcritical normal form,bifurcation diagram,medium,"Transcritical bifurcation in x = rx - x^2. The bifurcation diagram in (d) corresponds to graphs (a)-(c). A black color means that the fixed point x_*(r) is stable, whereas gray means unstable."
cont1d,cont1d_bifur_transcrit,cont1d_transcrit.mw,cont1d/cont1d_transcrit.mw,transcritical normal form,bifurcation diagram,medium,"Transcritical bifurcation in x = rx - x^2. The bifurcation diagram in (d) corresponds to graphs (a)-(c). A black color means that the fixed point x_*(r) is stable, whereas gray means unstable."
cont1d,cont1d_bifur_pitchfork_sub1,cont1d_bifur_pitchfork.mw,cont1d/cont1d_bifur_pitchfork.mw,pitchfork normal form,bifurcation diagram,medium,"Subcritical pitchfork bifurcation in x = rx+ x^3. The bifurcation diagram in (d) corresponds to graphs (a)-(c). A black color means that the fixed point x_*(r) is stable, whereas gray means unstable."
cont1d,cont1d_bifur_pitchfork_sub2,cont1d_bifur_pitchfork.mw,cont1d/cont1d_bifur_pitchfork.mw,pitchfork normal form,bifurcation diagram,medium,"Subcritical pitchfork bifurcation in x = rx+ x^3. The bifurcation diagram in (d) corresponds to graphs (a)-(c). A black color means that the fixed point x_*(r) is stable, whereas gray means unstable."
cont1d,cont1d_bifur_pitchfork_sub3,cont1d_bifur_pitchfork.mw,cont1d/cont1d_bifur_pitchfork.mw,pitchfork normal form,bifurcation diagram,medium,"Subcritical pitchfork bifurcation in x = rx+ x^3. The bifurcation diagram in (d) corresponds to graphs (a)-(c). A black color means that the fixed point x_*(r) is stable, whereas gray means unstable."
cont1d,cont1d_bifur_pitchfork_sub,cont1d_bifur_pitchfork.mw,cont1d/cont1d_bifur_pitchfork.mw,pitchfork normal form,bifurcation diagram,medium,"Subcritical pitchfork bifurcation in x = rx+ x^3. The bifurcation diagram in (d) corresponds to graphs (a)-(c). A black color means that the fixed point x_*(r) is stable, whereas gray means unstable."
cont1d,cont1d_ferro_pitchfork1,cont1d_ferro_pitchfork.mw,cont1d/cont1d_ferro_pitchfork.mw,mean-field ferromagnet,,medium,"Pitchfork bifurcation in x = f(x,T)=-x + (xT)."
cont1d,cont1d_ferro_pitchfork2,cont1d_ferro_pitchfork.mw,cont1d/cont1d_ferro_pitchfork.mw,mean-field ferromagnet,,medium,"Pitchfork bifurcation in x = f(x,T)=-x + (xT)."
cont1d,cont1d_ferro_pitchfork3,cont1d_ferro_pitchfork.mw,cont1d/cont1d_ferro_pitchfork.mw,mean-field ferromagnet,,medium,"Pitchfork bifurcation in x = f(x,T)=-x + (xT)."
cont1d,cont1d_ferro_pitchfork,cont1d_ferro_pitchfork.mw,cont1d/cont1d_ferro_pitchfork.mw,mean-field ferromagnet,,high,"Pitchfork bifurcation in x = f(x,T)=-x + (xT)."
cont1d,cont1d_ferro_pitchfork_stability,cont1d_ferro_pitchfork.mw,cont1d/cont1d_ferro_pitchfork.mw,mean-field ferromagnet,stability / eigenvalue plot,medium,"Pitchfork bifurcation in x = f(x,T)=-x + (xT)."
cont1d,cont1d_ferro_pitch_evolution1,cont1d_ferro_pitch_numerical.mw,cont1d/cont1d_ferro_pitch_numerical.mw,mean-field ferromagnet,eigenvalue plot,medium,Evolution of the magnetization x for different values of the temperature T. In each panel the numerical solution is shown for 20 initial conditions.
cont1d,cont1d_ferro_pitch_evolution2,cont1d_ferro_pitch_numerical.mw,cont1d/cont1d_ferro_pitch_numerical.mw,mean-field ferromagnet,eigenvalue plot,medium,Evolution of the magnetization x for different values of the temperature T. In each panel the numerical solution is shown for 20 initial conditions.
cont1d,cont1d_ferro_field_bifurcation1,cont1d_ferro_field_bifurcation.mw,cont1d/cont1d_ferro_field_bifurcation.mw,mean-field ferromagnet,bifurcation diagram,medium,"(a)-(c) Graphs of f(x,T)=-x + (x+T) for an external magnetic field of =0.1. (d) Fixed point branches x_*(T) for =0.1 and (e) for =0.005. Both cases display a saddle-node bifurcation, but as  becomes smaller, the diagra"
cont1d,cont1d_ferro_field_bifurcation2,cont1d_ferro_field_bifurcation.mw,cont1d/cont1d_ferro_field_bifurcation.mw,mean-field ferromagnet,bifurcation diagram,medium,"(a)-(c) Graphs of f(x,T)=-x + (x+T) for an external magnetic field of =0.1. (d) Fixed point branches x_*(T) for =0.1 and (e) for =0.005. Both cases display a saddle-node bifurcation, but as  becomes smaller, the diagra"
cont1d,cont1d_ferro_field_bifurcation3,cont1d_ferro_field_bifurcation.mw,cont1d/cont1d_ferro_field_bifurcation.mw,mean-field ferromagnet,bifurcation diagram,medium,"(a)-(c) Graphs of f(x,T)=-x + (x+T) for an external magnetic field of =0.1. (d) Fixed point branches x_*(T) for =0.1 and (e) for =0.005. Both cases display a saddle-node bifurcation, but as  becomes smaller, the diagra"
cont1d,cont1d_ferro_field_bifurcation_large_m,cont1d_ferro_field_bifurcation.mw,cont1d/cont1d_ferro_field_bifurcation.mw,mean-field ferromagnet,bifurcation diagram,medium,"(a)-(c) Graphs of f(x,T)=-x + (x+T) for an external magnetic field of =0.1. (d) Fixed point branches x_*(T) for =0.1 and (e) for =0.005. Both cases display a saddle-node bifurcation, but as  becomes smaller, the diagra"
cont1d,cont1d_ferro_field_bifurcation_small_m,cont1d_ferro_field_bifurcation.mw,cont1d/cont1d_ferro_field_bifurcation.mw,mean-field ferromagnet,bifurcation diagram,medium,"(a)-(c) Graphs of f(x,T)=-x + (x+T) for an external magnetic field of =0.1. (d) Fixed point branches x_*(T) for =0.1 and (e) for =0.005. Both cases display a saddle-node bifurcation, but as  becomes smaller, the diagra"
cont1d,cont1d_ferro_field_hysteresis_T_1_5,cont1d_ferro_field_hysteresis.mw,cont1d/cont1d_ferro_field_hysteresis.mw,mean-field ferromagnet,hysteresis loop,medium,Left column: Fixed point braches as a function of the external magnetic field  for different values of the temperature T. The branches were determined using  implicitplot. Unstable branches are colored gray. Right column
cont1d,cont1d_ferro_field_hysdata_T_1_5,cont1d_ferro_field_hysteresis.mw,cont1d/cont1d_ferro_field_hysteresis.mw,mean-field ferromagnet,direction/vector field,medium,Left column: Fixed point braches as a function of the external magnetic field  for different values of the temperature T. The branches were determined using  implicitplot. Unstable branches are colored gray. Right column
cont1d,cont1d_ferro_field_hysteresis_T_1_25,cont1d_ferro_field_hysteresis.mw,cont1d/cont1d_ferro_field_hysteresis.mw,mean-field ferromagnet,hysteresis loop,medium,Left column: Fixed point braches as a function of the external magnetic field  for different values of the temperature T. The branches were determined using  implicitplot. Unstable branches are colored gray. Right column
cont1d,cont1d_ferro_field_hysdata_T_1_25,cont1d_ferro_field_hysteresis.mw,cont1d/cont1d_ferro_field_hysteresis.mw,mean-field ferromagnet,direction/vector field,medium,Left column: Fixed point braches as a function of the external magnetic field  for different values of the temperature T. The branches were determined using  implicitplot. Unstable branches are colored gray. Right column
cont1d,cont1d_ferro_field_hysteresis_T_1_0,cont1d_ferro_field_hysteresis.mw,cont1d/cont1d_ferro_field_hysteresis.mw,mean-field ferromagnet,hysteresis loop,medium,Left column: Fixed point braches as a function of the external magnetic field  for different values of the temperature T. The branches were determined using  implicitplot. Unstable branches are colored gray. Right column
cont1d,cont1d_ferro_field_hysdata_T_1_0,cont1d_ferro_field_hysteresis.mw,cont1d/cont1d_ferro_field_hysteresis.mw,mean-field ferromagnet,direction/vector field,medium,Left column: Fixed point braches as a function of the external magnetic field  for different values of the temperature T. The branches were determined using  implicitplot. Unstable branches are colored gray. Right column
cont1d,cont1d_ferro_field_hysteresis_T_0_75,cont1d_ferro_field_hysteresis.mw,cont1d/cont1d_ferro_field_hysteresis.mw,mean-field ferromagnet,hysteresis loop,medium,Left column: Fixed point braches as a function of the external magnetic field  for different values of the temperature T. The branches were determined using  implicitplot. Unstable branches are colored gray. Right column
cont1d,cont1d_ferro_field_hysdata_T_0_75,cont1d_ferro_field_hysteresis.mw,cont1d/cont1d_ferro_field_hysteresis.mw,mean-field ferromagnet,direction/vector field,medium,Left column: Fixed point braches as a function of the external magnetic field  for different values of the temperature T. The branches were determined using  implicitplot. Unstable branches are colored gray. Right column
cont1d,cont1d_ferro_field_hysteresis_T_0_5,cont1d_ferro_field_hysteresis.mw,cont1d/cont1d_ferro_field_hysteresis.mw,mean-field ferromagnet,hysteresis loop,medium,Left column: Fixed point braches as a function of the external magnetic field  for different values of the temperature T. The branches were determined using  implicitplot. Unstable branches are colored gray. Right column
cont1d,cont1d_ferro_field_hysdata_T_0_5,cont1d_ferro_field_hysteresis.mw,cont1d/cont1d_ferro_field_hysteresis.mw,mean-field ferromagnet,direction/vector field,medium,Left column: Fixed point braches as a function of the external magnetic field  for different values of the temperature T. The branches were determined using  implicitplot. Unstable branches are colored gray. Right column
cont1d,cont1d_ferro_field_hysteresis_3d,cont1d_ferro_field_hysteresis_3d.mw,cont1d/cont1d_ferro_field_hysteresis_3d.mw,mean-field ferromagnet,hysteresis loop,high,Hysteresis and hard bifurcations in the ferromagnetic system with external field h.
cont1d,cont1d_ferro_field_hysteresis_zoom,cont1d_ferro_field_hysteresis.mw,cont1d/cont1d_ferro_field_hysteresis.mw,mean-field ferromagnet,hysteresis loop,medium,Hysteresis and hard bifurcations in the ferromagnetic system with external field h.
cont1d,cont1d_ferro_spin_T_0_50_a0,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_0_50_b0,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_1_50_a0,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_1_50_b0,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_0_50_a1,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_0_50_b1,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_1_50_a1,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_1_50_b1,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_0_50_a2,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_0_50_b2,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_1_50_a2,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_1_50_b2,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_0_50_a3,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_0_50_b3,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_1_50_a3,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_1_50_b3,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_0_50_a4,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_0_50_b4,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_1_50_a4,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_1_50_b4,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_0_50_a5,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_0_50_b5,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_1_50_a5,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_1_50_b5,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the spin dynamics from two different initial states for two temperatures. The corresponding mean states are displayed in Fig.~fig:cont1d_ferro_spin_mean_state.
cont1d,cont1d_ferro_spin_T_0_50,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the mean state x as a function of time t=n/N for the cases shown in Fig.~fig:cont1d_ferro_spin_evolution. Compare also with Fig.~fig:cont1d:ferro_pitch_evolution.
cont1d,cont1d_ferro_spin_T_1_50,cont1d_FerroSpins.mw,cont1d/cont1d_FerroSpins.mw,mean-field ferromagnet,spin/state snapshot,medium,Evolution of the mean state x as a function of time t=n/N for the cases shown in Fig.~fig:cont1d_ferro_spin_evolution. Compare also with Fig.~fig:cont1d:ferro_pitch_evolution.
cont1d,cont1d_climate_single_fp,cont1d_climate_single_fp.mw,cont1d/cont1d_climate_single_fp.mw,energy-balance climate model,,high,Average stationary temperature T_* of the earth as a function of the emissivity . Stable branches are black; unstable branches are gray.
cont1d,cont1d_climate_multiple_fp,cont1d_climate_single_fp.mw,cont1d/cont1d_climate_single_fp.mw,energy-balance climate model,,medium,Average stationary temperature T_* of the earth as a function of the emissivity . Stable branches are black; unstable branches are gray.
cont2d,cont2d_LV_time,cont2d_LV.mws,cont2d/cont2d_LV.mws,Lotka-Volterra predator-prey,time series,high,"Timeseries of Lotka-Volterra system for =3/4 and x(0)=0.25, y(0)=0.25."
cont2d,cont2d_phasespace,(no maple script found - likely hand-drawn schematic),,,phase portrait,n/a,"The system eq:cont2d:vecx cases the state vector x to change at a rate f, thereby moving it though the phase space and tracing out a unique trajectory."
cont2d,cont2d_LV_phase,cont2d_LV.mws,cont2d/cont2d_LV.mws,Lotka-Volterra predator-prey,phase portrait,high,Phase portrait of a periodic solution of the Lotka-Volterra system.
cont2d,cont2d_phase_r1,(no maple script found - likely hand-drawn schematic),,,phase portrait,n/a,The behaviour of a dynamic system in the neigbourhood of a fixed point.
cont2d,cont2d_phase_r2,(no maple script found - likely hand-drawn schematic),,,phase portrait,n/a,The behaviour of a dynamic system in the neigbourhood of a fixed point.
cont2d,cont2d_phase_r3,(no maple script found - likely hand-drawn schematic),,,phase portrait,n/a,The behaviour of a dynamic system in the neigbourhood of a fixed point.
cont2d,cont2d_phase_i1,(no maple script found - likely hand-drawn schematic),,,phase portrait,n/a,The behaviour of a dynamic system in the neigbourhood of a fixed point.
cont2d,cont2d_phase_i2,(no maple script found - likely hand-drawn schematic),,,phase portrait,n/a,The behaviour of a dynamic system in the neigbourhood of a fixed point.
cont2d,cont2d_phase_i3,(no maple script found - likely hand-drawn schematic),,,phase portrait,n/a,The behaviour of a dynamic system in the neigbourhood of a fixed point.
cont2d,cont2d_classification,(no maple script found - likely hand-drawn schematic),,,classification schematic,n/a,Classification of 2-D linear ODEs based on the trace T and determinant D of the matrix A.
cont2d,cont2d_zoo,(review - no maple script found),,,phase-space gallery,review,Example of the rich behavior of phase space for a nonlinear ODE.
cont2d,cont2d_LV_E,cont2d_LV6.mws,cont2d/cont2d_LV6.mws,Lotka-Volterra predator-prey,,high,Isocontours of the constant of motion H for the Lotka-Volterra system.
cont2d,cont2d_gradient_ell1,cont2d_gradient2.mws,cont2d/cont2d_gradient2.mws,gradient system,gradient field,high,". Typical trajectories for conservative and gradient systems for a surface S (H, V for conservative and gradient systems, respectively).. Left figures: 3-D plot of S. Right figures: isolines of S (black lines; trajectori"
cont2d,cont2d_gradient_ell2,cont2d_gradient2.mws,cont2d/cont2d_gradient2.mws,gradient system,gradient field,high,". Typical trajectories for conservative and gradient systems for a surface S (H, V for conservative and gradient systems, respectively).. Left figures: 3-D plot of S. Right figures: isolines of S (black lines; trajectori"
cont2d,cont2d_gradient_hyp1,cont2d_gradient2.mws,cont2d/cont2d_gradient2.mws,gradient system,gradient field,high,". Typical trajectories for conservative and gradient systems for a surface S (H, V for conservative and gradient systems, respectively).. Left figures: 3-D plot of S. Right figures: isolines of S (black lines; trajectori"
cont2d,cont2d_gradient_hyp2,cont2d_gradient2.mws,cont2d/cont2d_gradient2.mws,gradient system,gradient field,high,". Typical trajectories for conservative and gradient systems for a surface S (H, V for conservative and gradient systems, respectively).. Left figures: 3-D plot of S. Right figures: isolines of S (black lines; trajectori"
cont2d,cont2d_conservative_E,cont2d_conservative.mws,cont2d/cont2d_conservative.mws,conservative system (double well),,high,"Contours of H for the double well system. As the system is conservative, these are also the trajectories in phase space. Open circles: fixed points of the system."
cont2d,cont2d_Limit_time,cont2d_Limit2.mws,cont2d/cont2d_Limit2.mws,,time series,high,Limit cycle
cont2d,cont2d_Limit_phase,cont2d_Limit.mws,cont2d/cont2d_Limit.mws,,phase portrait,high,Limit cycle
cont2d,cont2d_vdPol_phase,cont2d_vdPol.mws,cont2d/cont2d_vdPol.mws,van der Pol oscillator,phase portrait,high,"van der Pol equation, =1."
cont2d,cont2d_pitchfork_phase1,cont2d_pitchfork5.mws,cont2d/cont2d_pitchfork5.mws,pitchfork normal form,phase portrait,high,"Supercritical pitchfork bifurcation for the system (eq:cont2d:pitchfork:x, eq:cont2d:pitchfork:y). (a, b) phase portraits for =-0.1 and =0.1; c) x^* as a function of ; d) the eigenvalues (which are purely real in this ca"
cont2d,cont2d_pitchfork_phase2,cont2d_pitchfork5.mws,cont2d/cont2d_pitchfork5.mws,pitchfork normal form,phase portrait,high,"Supercritical pitchfork bifurcation for the system (eq:cont2d:pitchfork:x, eq:cont2d:pitchfork:y). (a, b) phase portraits for =-0.1 and =0.1; c) x^* as a function of ; d) the eigenvalues (which are purely real in this ca"
cont2d,cont2d_pitchfork_fixed,cont2d_pitchfork.mw,cont2d/cont2d_pitchfork.mw,pitchfork normal form,,high,"Supercritical pitchfork bifurcation for the system (eq:cont2d:pitchfork:x, eq:cont2d:pitchfork:y). (a, b) phase portraits for =-0.1 and =0.1; c) x^* as a function of ; d) the eigenvalues (which are purely real in this ca"
cont2d,cont2d_pitchfork_stab,cont2d_pitchfork.mw,cont2d/cont2d_pitchfork.mw,pitchfork normal form,stability / eigenvalue plot,high,"Supercritical pitchfork bifurcation for the system (eq:cont2d:pitchfork:x, eq:cont2d:pitchfork:y). (a, b) phase portraits for =-0.1 and =0.1; c) x^* as a function of ; d) the eigenvalues (which are purely real in this ca"
cont2d,cont2d_Hopf_time1,cont2d_Hopf.mws,cont2d/cont2d_Hopf.mws,Hopf-bifurcation system,time series,high,"A Hopf bifurcation involves the transition of a fixed point from an stable spiral (_1,2<0) to an unstable spiral (_1,2>0)."
cont2d,cont2d_Hopf_phase1,cont2d_Hopf.mws,cont2d/cont2d_Hopf.mws,Hopf-bifurcation system,phase portrait,high,"A Hopf bifurcation involves the transition of a fixed point from an stable spiral (_1,2<0) to an unstable spiral (_1,2>0)."
cont2d,cont2d_Hopf_time2,cont2d_Hopf.mws,cont2d/cont2d_Hopf.mws,Hopf-bifurcation system,time series,high,"A Hopf bifurcation involves the transition of a fixed point from an stable spiral (_1,2<0) to an unstable spiral (_1,2>0)."
cont2d,cont2d_Hopf_phase2,cont2d_Hopf.mws,cont2d/cont2d_Hopf.mws,Hopf-bifurcation system,phase portrait,high,"A Hopf bifurcation involves the transition of a fixed point from an stable spiral (_1,2<0) to an unstable spiral (_1,2>0)."
